Data,Fajr_Begins,Fajr_Jamah,Sunrise,Zuhr_Begins,Zuhr_Jamah,Asr_Begins,Asr_Jamah,Maghrib_Begins,Maghrib_Jamah,Isha_Begins,Isha_Jamah,City Name
"16 marzo 2026, lunedì",4:51:00,4:51:00,6:21:00,12:33:30,12:33:30,15:32:15,15:32:15,18:21:00,18:21:00,19:51:00,19:51:00,roma
"17 marzo 2026, martedì",4:49:00,4:49:00,6:19:00,12:32:30,12:32:30,15:31:45,15:31:45,18:22:00,18:22:00,19:52:00,19:52:00,roma
"18 marzo 2026, mercoledì",4:48:00,4:48:00,6:18:00,12:33:00,12:33:00,15:33:00,15:33:00,18:23:00,18:23:00,19:53:00,19:53:00,roma
"19 marzo 2026, giovedì",4:46:00,4:46:00,6:16:00,12:32:30,12:32:30,15:33:15,15:33:15,18:24:00,18:24:00,19:54:00,19:54:00,roma
"19 febbraio 2026, giovedì",5:38:00,5:38:00,7:08:00,12:41:00,12:41:00,15:20:00,15:20:00,17:50:00,17:50:00,19:20:00,19:20:00,rovigo
"20 febbraio 2026, venerdì",5:37:00,5:37:00,7:07:00,12:41:30,12:41:30,15:21:15,15:21:15,17:51:00,17:51:00,19:21:00,19:21:00,rovigo
"21 febbraio 2026, sabato",5:35:00,5:35:00,7:05:00,12:41:00,12:41:00,15:21:30,15:21:30,17:53:00,17:53:00,19:23:00,19:23:00,rovigo
"22 febbraio 2026, domenica",5:33:00,5:33:00,7:03:00,12:40:30,12:40:30,15:21:45,15:21:45,17:54:00,17:54:00,19:24:00,19:24:00,rovigo
"23 febbraio 2026, lunedì",5:32:00,5:32:00,7:02:00,12:41:00,12:41:00,15:23:00,15:23:00,17:55:00,17:55:00,19:25:00,19:25:00,rovigo
"24 febbraio 2026, martedì",5:30:00,5:30:00,7:00:00,12:40:30,12:40:30,15:23:15,15:23:15,17:57:00,17:57:00,19:27:00,19:27:00,rovigo
"25 febbraio 2026, mercoledì",5:28:00,5:28:00,6:58:00,12:40:00,12:40:00,15:23:30,15:23:30,17:58:00,17:58:00,19:28:00,19:28:00,rovigo
"26 febbraio 2026, giovedì",5:27:00,5:27:00,6:57:00,12:40:30,12:40:30,15:24:45,15:24:45,17:59:00,17:59:00,19:29:00,19:29:00,rovigo
"27 febbraio 2026, venerdì",5:25:00,5:25:00,6:55:00,12:40:00,12:40:00,15:25:00,15:25:00,18:01:00,18:01:00,19:31:00,19:31:00,rovigo
"28 febbraio 2026, sabato",5:23:00,5:23:00,6:53:00,12:40:00,12:40:00,15:26:00,15:26:00,18:02:00,18:02:00,19:32:00,19:32:00,rovigo
"1 marzo 2026, domenica",5:21:00,5:21:00,6:51:00,12:39:30,12:39:30,15:26:15,15:26:15,18:04:00,18:04:00,19:34:00,19:34:00,rovigo
"2 marzo 2026, lunedì",5:20:00,5:20:00,6:50:00,12:40:00,12:40:00,15:27:30,15:27:30,18:05:00,18:05:00,19:35:00,19:35:00,rovigo
"3 marzo 2026, martedì",5:18:00,5:18:00,6:48:00,12:39:30,12:39:30,15:27:45,15:27:45,18:06:00,18:06:00,19:36:00,19:36:00,rovigo
"4 marzo 2026, mercoledì",5:16:00,5:16:00,6:46:00,12:39:00,12:39:00,15:28:00,15:28:00,18:08:00,18:08:00,19:38:00,19:38:00,rovigo
"5 marzo 2026, giovedì",5:14:00,5:14:00,6:44:00,12:38:30,12:38:30,15:28:15,15:28:15,18:09:00,18:09:00,19:39:00,19:39:00,rovigo
"6 marzo 2026, venerdì",5:13:00,5:13:00,6:43:00,12:39:00,12:39:00,15:29:30,15:29:30,18:10:00,18:10:00,19:40:00,19:40:00,rovigo
"7 marzo 2026, sabato",5:11:00,5:11:00,6:41:00,12:38:30,12:38:30,15:29:45,15:29:45,18:12:00,18:12:00,19:42:00,19:42:00,rovigo
"8 marzo 2026, domenica",5:09:00,5:09:00,6:39:00,12:38:30,12:38:30,15:30:45,15:30:45,18:13:00,18:13:00,19:43:00,19:43:00,rovigo
"9 marzo 2026, lunedì",5:07:00,5:07:00,6:37:00,12:38:00,12:38:00,15:31:00,15:31:00,18:14:00,18:14:00,19:44:00,19:44:00,rovigo
"10 marzo 2026, martedì",5:05:00,5:05:00,6:35:00,12:37:30,12:37:30,15:31:15,15:31:15,18:16:00,18:16:00,19:46:00,19:46:00,rovigo
"11 marzo 2026, mercoledì",5:03:00,5:03:00,6:33:00,12:37:00,12:37:00,15:31:30,15:31:30,18:17:00,18:17:00,19:47:00,19:47:00,rovigo
"12 marzo 2026, giovedì",5:02:00,5:02:00,6:32:00,12:37:30,12:37:30,15:32:45,15:32:45,18:18:00,18:18:00,19:48:00,19:48:00,rovigo
"13 marzo 2026, venerdì",5:00:00,5:00:00,6:30:00,12:37:00,12:37:00,15:33:00,15:33:00,18:20:00,18:20:00,19:50:00,19:50:00,rovigo
"14 marzo 2026, sabato",4:58:00,4:58:00,6:28:00,12:36:30,12:36:30,15:33:15,15:33:15,18:21:00,18:21:00,19:51:00,19:51:00,rovigo
"15 marzo 2026, domenica",4:56:00,4:56:00,6:26:00,12:36:30,12:36:30,15:34:15,15:34:15,18:22:00,18:22:00,19:52:00,19:52:00,rovigo
"16 marzo 2026, lunedì",4:54:00,4:54:00,6:24:00,12:36:00,12:36:00,15:34:30,15:34:30,18:23:00,18:23:00,19:53:00,19:53:00,rovigo
"17 marzo 2026, martedì",4:52:00,4:52:00,6:22:00,12:35:30,12:35:30,15:34:45,15:34:45,18:25:00,18:25:00,19:55:00,19:55:00,rovigo
"18 marzo 2026, mercoledì",4:50:00,4:50:00,6:20:00,12:35:00,12:35:00,15:35:00,15:35:00,18:26:00,18:26:00,19:56:00,19:56:00,rovigo
"19 marzo 2026, giovedì",4:49:00,4:49:00,6:19:00,12:35:30,12:35:30,15:36:15,15:36:15,18:27:00,18:27:00,19:57:00,19:57:00,rovigo
"19 febbraio 2026, giovedì",5:39:00,5:39:00,7:09:00,12:42:30,12:42:30,15:21:45,15:21:45,17:52:00,17:52:00,19:22:00,19:22:00,san-pietro-in-casale
"20 febbraio 2026, venerdì",5:38:00,5:38:00,7:08:00,12:43:00,12:43:00,15:23:00,15:23:00,17:53:00,17:53:00,19:23:00,19:23:00,san-pietro-in-casale
"21 febbraio 2026, sabato",5:36:00,5:36:00,7:06:00,12:42:30,12:42:30,15:23:15,15:23:15,17:55:00,17:55:00,19:25:00,19:25:00,san-pietro-in-casale
"22 febbraio 2026, domenica",5:34:00,5:34:00,7:04:00,12:42:00,12:42:00,15:23:30,15:23:30,17:56:00,17:56:00,19:26:00,19:26:00,san-pietro-in-casale
"23 febbraio 2026, lunedì",5:33:00,5:33:00,7:03:00,12:42:30,12:42:30,15:24:45,15:24:45,17:57:00,17:57:00,19:27:00,19:27:00,san-pietro-in-casale
"24 febbraio 2026, martedì",5:31:00,5:31:00,7:01:00,12:42:00,12:42:00,15:25:00,15:25:00,17:59:00,17:59:00,19:29:00,19:29:00,san-pietro-in-casale
"25 febbraio 2026, mercoledì",5:29:00,5:29:00,6:59:00,12:41:30,12:41:30,15:25:15,15:25:15,18:00:00,18:00:00,19:30:00,19:30:00,san-pietro-in-casale
"26 febbraio 2026, giovedì",5:28:00,5:28:00,6:58:00,12:42:00,12:42:00,15:26:30,15:26:30,18:01:00,18:01:00,19:31:00,19:31:00,san-pietro-in-casale
"27 febbraio 2026, venerdì",5:26:00,5:26:00,6:56:00,12:41:30,12:41:30,15:26:45,15:26:45,18:03:00,18:03:00,19:33:00,19:33:00,san-pietro-in-casale
"28 febbraio 2026, sabato",5:24:00,5:24:00,6:54:00,12:41:00,12:41:00,15:27:00,15:27:00,18:04:00,18:04:00,19:34:00,19:34:00,san-pietro-in-casale
"1 marzo 2026, domenica",5:23:00,5:23:00,6:53:00,12:41:30,12:41:30,15:28:15,15:28:15,18:05:00,18:05:00,19:35:00,19:35:00,san-pietro-in-casale
"2 marzo 2026, lunedì",5:21:00,5:21:00,6:51:00,12:41:00,12:41:00,15:28:30,15:28:30,18:07:00,18:07:00,19:37:00,19:37:00,san-pietro-in-casale
"3 marzo 2026, martedì",5:19:00,5:19:00,6:49:00,12:41:00,12:41:00,15:29:30,15:29:30,18:08:00,18:08:00,19:38:00,19:38:00,san-pietro-in-casale
"4 marzo 2026, mercoledì",5:17:00,5:17:00,6:47:00,12:40:30,12:40:30,15:29:45,15:29:45,18:09:00,18:09:00,19:39:00,19:39:00,san-pietro-in-casale
"5 marzo 2026, giovedì",5:16:00,5:16:00,6:46:00,12:41:00,12:41:00,15:31:00,15:31:00,18:11:00,18:11:00,19:41:00,19:41:00,san-pietro-in-casale
"6 marzo 2026, venerdì",5:14:00,5:14:00,6:44:00,12:40:30,12:40:30,15:31:15,15:31:15,18:12:00,18:12:00,19:42:00,19:42:00,san-pietro-in-casale
"7 marzo 2026, sabato",5:12:00,5:12:00,6:42:00,12:40:00,12:40:00,15:31:30,15:31:30,18:13:00,18:13:00,19:43:00,19:43:00,san-pietro-in-casale
"8 marzo 2026, domenica",5:10:00,5:10:00,6:40:00,12:39:30,12:39:30,15:31:45,15:31:45,18:15:00,18:15:00,19:45:00,19:45:00,san-pietro-in-casale
"9 marzo 2026, lunedì",5:08:00,5:08:00,6:38:00,12:39:00,12:39:00,15:32:00,15:32:00,18:16:00,18:16:00,19:46:00,19:46:00,san-pietro-in-casale
"10 marzo 2026, martedì",5:07:00,5:07:00,6:37:00,12:39:30,12:39:30,15:33:15,15:33:15,18:17:00,18:17:00,19:47:00,19:47:00,san-pietro-in-casale
"11 marzo 2026, mercoledì",5:05:00,5:05:00,6:35:00,12:39:00,12:39:00,15:33:30,15:33:30,18:19:00,18:19:00,19:49:00,19:49:00,san-pietro-in-casale
"12 marzo 2026, giovedì",5:03:00,5:03:00,6:33:00,12:38:30,12:38:30,15:33:45,15:33:45,18:20:00,18:20:00,19:50:00,19:50:00,san-pietro-in-casale
"13 marzo 2026, venerdì",5:01:00,5:01:00,6:31:00,12:38:00,12:38:00,15:34:00,15:34:00,18:21:00,18:21:00,19:51:00,19:51:00,san-pietro-in-casale
"14 marzo 2026, sabato",4:59:00,4:59:00,6:29:00,12:38:00,12:38:00,15:35:00,15:35:00,18:23:00,18:23:00,19:53:00,19:53:00,san-pietro-in-casale
"15 marzo 2026, domenica",4:58:00,4:58:00,6:28:00,12:38:30,12:38:30,15:36:15,15:36:15,18:24:00,18:24:00,19:54:00,19:54:00,san-pietro-in-casale
"16 marzo 2026, lunedì",4:56:00,4:56:00,6:26:00,12:38:00,12:38:00,15:36:30,15:36:30,18:25:00,18:25:00,19:55:00,19:55:00,san-pietro-in-casale
"17 marzo 2026, martedì",4:54:00,4:54:00,6:24:00,12:37:30,12:37:30,15:36:45,15:36:45,18:26:00,18:26:00,19:56:00,19:56:00,san-pietro-in-casale
"18 marzo 2026, mercoledì",4:52:00,4:52:00,6:22:00,12:37:00,12:37:00,15:37:00,15:37:00,18:28:00,18:28:00,19:58:00,19:58:00,san-pietro-in-casale
"19 marzo 2026, giovedì",4:50:00,4:50:00,6:20:00,12:36:30,12:36:30,15:37:15,15:37:15,18:29:00,18:29:00,19:59:00,19:59:00,san-pietro-in-casale
"19 febbraio 2026, giovedì",5:41:00,5:41:00,7:11:00,12:42:30,12:42:30,15:20:45,15:20:45,17:49:00,17:49:00,19:19:00,19:19:00,strigno
"20 febbraio 2026, venerdì",5:39:00,5:39:00,7:09:00,12:42:00,12:42:00,15:21:00,15:21:00,17:51:00,17:51:00,19:21:00,19:21:00,strigno
"21 febbraio 2026, sabato",5:37:00,5:37:00,7:07:00,12:41:30,12:41:30,15:21:15,15:21:15,17:52:00,17:52:00,19:22:00,19:22:00,strigno
"22 febbraio 2026, domenica",5:36:00,5:36:00,7:06:00,12:42:00,12:42:00,15:22:30,15:22:30,17:54:00,17:54:00,19:24:00,19:24:00,strigno
"23 febbraio 2026, lunedì",5:34:00,5:34:00,7:04:00,12:42:00,12:42:00,15:23:30,15:23:30,17:55:00,17:55:00,19:25:00,19:25:00,strigno
"24 febbraio 2026, martedì",5:32:00,5:32:00,7:02:00,12:41:30,12:41:30,15:23:45,15:23:45,17:57:00,17:57:00,19:27:00,19:27:00,strigno
"25 febbraio 2026, mercoledì",5:31:00,5:31:00,7:01:00,12:42:00,12:42:00,15:25:00,15:25:00,17:58:00,17:58:00,19:28:00,19:28:00,strigno
"26 febbraio 2026, giovedì",5:29:00,5:29:00,6:59:00,12:41:30,12:41:30,15:25:15,15:25:15,17:59:00,17:59:00,19:29:00,19:29:00,strigno
"27 febbraio 2026, venerdì",5:27:00,5:27:00,6:57:00,12:41:00,12:41:00,15:25:30,15:25:30,18:01:00,18:01:00,19:31:00,19:31:00,strigno
"28 febbraio 2026, sabato",5:25:00,5:25:00,6:55:00,12:40:30,12:40:30,15:25:45,15:25:45,18:02:00,18:02:00,19:32:00,19:32:00,strigno
"1 marzo 2026, domenica",5:24:00,5:24:00,6:54:00,12:41:30,12:41:30,15:27:45,15:27:45,18:04:00,18:04:00,19:34:00,19:34:00,strigno
"2 marzo 2026, lunedì",5:22:00,5:22:00,6:52:00,12:41:00,12:41:00,15:28:00,15:28:00,18:05:00,18:05:00,19:35:00,19:35:00,strigno
"3 marzo 2026, martedì",5:20:00,5:20:00,6:50:00,12:40:30,12:40:30,15:28:15,15:28:15,18:07:00,18:07:00,19:37:00,19:37:00,strigno
"4 marzo 2026, mercoledì",5:18:00,5:18:00,6:48:00,12:40:00,12:40:00,15:28:30,15:28:30,18:08:00,18:08:00,19:38:00,19:38:00,strigno
"5 marzo 2026, giovedì",5:16:00,5:16:00,6:46:00,12:40:00,12:40:00,15:29:30,15:29:30,18:09:00,18:09:00,19:39:00,19:39:00,strigno
"6 marzo 2026, venerdì",5:14:00,5:14:00,6:44:00,12:39:30,12:39:30,15:29:45,15:29:45,18:11:00,18:11:00,19:41:00,19:41:00,strigno
"7 marzo 2026, sabato",5:13:00,5:13:00,6:43:00,12:40:00,12:40:00,15:31:00,15:31:00,18:12:00,18:12:00,19:42:00,19:42:00,strigno
"8 marzo 2026, domenica",5:11:00,5:11:00,6:41:00,12:39:30,12:39:30,15:31:15,15:31:15,18:13:00,18:13:00,19:43:00,19:43:00,strigno
"9 marzo 2026, lunedì",5:09:00,5:09:00,6:39:00,12:39:30,12:39:30,15:32:15,15:32:15,18:15:00,18:15:00,19:45:00,19:45:00,strigno
"10 marzo 2026, martedì",5:07:00,5:07:00,6:37:00,12:39:00,12:39:00,15:32:30,15:32:30,18:16:00,18:16:00,19:46:00,19:46:00,strigno
"11 marzo 2026, mercoledì",5:05:00,5:05:00,6:35:00,12:38:30,12:38:30,15:32:45,15:32:45,18:18:00,18:18:00,19:48:00,19:48:00,strigno
"12 marzo 2026, giovedì",5:03:00,5:03:00,6:33:00,12:38:00,12:38:00,15:33:00,15:33:00,18:19:00,18:19:00,19:49:00,19:49:00,strigno
"13 marzo 2026, venerdì",5:01:00,5:01:00,6:31:00,12:38:00,12:38:00,15:34:00,15:34:00,18:20:00,18:20:00,19:50:00,19:50:00,strigno
"14 marzo 2026, sabato",4:59:00,4:59:00,6:29:00,12:37:30,12:37:30,15:34:15,15:34:15,18:22:00,18:22:00,19:52:00,19:52:00,strigno
"15 marzo 2026, domenica",4:57:00,4:57:00,6:27:00,12:37:00,12:37:00,15:34:30,15:34:30,18:23:00,18:23:00,19:53:00,19:53:00,strigno
"16 marzo 2026, lunedì",4:55:00,4:55:00,6:25:00,12:36:30,12:36:30,15:34:45,15:34:45,18:24:00,18:24:00,19:54:00,19:54:00,strigno
"17 marzo 2026, martedì",4:54:00,4:54:00,6:24:00,12:37:30,12:37:30,15:36:45,15:36:45,18:26:00,18:26:00,19:56:00,19:56:00,strigno
"18 marzo 2026, mercoledì",4:52:00,4:52:00,6:22:00,12:37:00,12:37:00,15:37:00,15:37:00,18:27:00,18:27:00,19:57:00,19:57:00,strigno
"19 marzo 2026, giovedì",4:50:00,4:50:00,6:20:00,12:36:30,12:36:30,15:37:15,15:37:15,18:28:00,18:28:00,19:58:00,19:58:00,strigno
"19 febbraio 2026, giovedì",5:55:00,5:55:00,7:25:00,12:58:00,12:58:00,15:37:00,15:37:00,18:06:00,18:06:00,19:36:00,19:36:00,torino
"20 febbraio 2026, venerdì",5:53:00,5:53:00,7:23:00,12:57:30,12:57:30,15:37:15,15:37:15,18:08:00,18:08:00,19:38:00,19:38:00,torino
"21 febbraio 2026, sabato",5:51:00,5:51:00,7:21:00,12:57:00,12:57:00,15:37:30,15:37:30,18:09:00,18:09:00,19:39:00,19:39:00,torino
"22 febbraio 2026, domenica",5:50:00,5:50:00,7:20:00,12:57:30,12:57:30,15:38:45,15:38:45,18:10:00,18:10:00,19:40:00,19:40:00,torino
"23 febbraio 2026, lunedì",5:48:00,5:48:00,7:18:00,12:57:00,12:57:00,15:39:00,15:39:00,18:12:00,18:12:00,19:42:00,19:42:00,torino
"24 febbraio 2026, martedì",5:46:00,5:46:00,7:16:00,12:56:30,12:56:30,15:39:15,15:39:15,18:13:00,18:13:00,19:43:00,19:43:00,torino
"25 febbraio 2026, mercoledì",5:45:00,5:45:00,7:15:00,12:57:00,12:57:00,15:40:30,15:40:30,18:15:00,18:15:00,19:45:00,19:45:00,torino
"26 febbraio 2026, giovedì",5:43:00,5:43:00,7:13:00,12:56:30,12:56:30,15:40:45,15:40:45,18:16:00,18:16:00,19:46:00,19:46:00,torino
"27 febbraio 2026, venerdì",5:41:00,5:41:00,7:11:00,12:56:30,12:56:30,15:41:45,15:41:45,18:17:00,18:17:00,19:47:00,19:47:00,torino
"28 febbraio 2026, sabato",5:40:00,5:40:00,7:10:00,12:57:00,12:57:00,15:43:00,15:43:00,18:19:00,18:19:00,19:49:00,19:49:00,torino
"1 marzo 2026, domenica",5:38:00,5:38:00,7:08:00,12:56:30,12:56:30,15:43:15,15:43:15,18:20:00,18:20:00,19:50:00,19:50:00,torino
"2 marzo 2026, lunedì",5:36:00,5:36:00,7:06:00,12:56:00,12:56:00,15:43:30,15:43:30,18:21:00,18:21:00,19:51:00,19:51:00,torino
"3 marzo 2026, martedì",5:34:00,5:34:00,7:04:00,12:55:30,12:55:30,15:43:45,15:43:45,18:23:00,18:23:00,19:53:00,19:53:00,torino
"4 marzo 2026, mercoledì",5:33:00,5:33:00,7:03:00,12:56:00,12:56:00,15:45:00,15:45:00,18:24:00,18:24:00,19:54:00,19:54:00,torino
"5 marzo 2026, giovedì",5:31:00,5:31:00,7:01:00,12:55:30,12:55:30,15:45:15,15:45:15,18:25:00,18:25:00,19:55:00,19:55:00,torino
"6 marzo 2026, venerdì",5:29:00,5:29:00,6:59:00,12:55:00,12:55:00,15:45:30,15:45:30,18:27:00,18:27:00,19:57:00,19:57:00,torino
"7 marzo 2026, sabato",5:27:00,5:27:00,6:57:00,12:54:30,12:54:30,15:45:45,15:45:45,18:28:00,18:28:00,19:58:00,19:58:00,torino
"8 marzo 2026, domenica",5:25:00,5:25:00,6:55:00,12:54:30,12:54:30,15:46:45,15:46:45,18:29:00,18:29:00,19:59:00,19:59:00,torino
"9 marzo 2026, lunedì",5:24:00,5:24:00,6:54:00,12:55:00,12:55:00,15:48:00,15:48:00,18:31:00,18:31:00,20:01:00,20:01:00,torino
"10 marzo 2026, martedì",5:22:00,5:22:00,6:52:00,12:54:30,12:54:30,15:48:15,15:48:15,18:32:00,18:32:00,20:02:00,20:02:00,torino
"11 marzo 2026, mercoledì",5:20:00,5:20:00,6:50:00,12:54:00,12:54:00,15:48:30,15:48:30,18:33:00,18:33:00,20:03:00,20:03:00,torino
"12 marzo 2026, giovedì",5:18:00,5:18:00,6:48:00,12:53:30,12:53:30,15:48:45,15:48:45,18:35:00,18:35:00,20:05:00,20:05:00,torino
"13 marzo 2026, venerdì",5:16:00,5:16:00,6:46:00,12:53:00,12:53:00,15:49:00,15:49:00,18:36:00,18:36:00,20:06:00,20:06:00,torino
"14 marzo 2026, sabato",5:14:00,5:14:00,6:44:00,12:52:30,12:52:30,15:49:15,15:49:15,18:37:00,18:37:00,20:07:00,20:07:00,torino
"15 marzo 2026, domenica",5:12:00,5:12:00,6:42:00,12:52:30,12:52:30,15:50:15,15:50:15,18:39:00,18:39:00,20:09:00,20:09:00,torino
"16 marzo 2026, lunedì",5:11:00,5:11:00,6:41:00,12:53:00,12:53:00,15:51:30,15:51:30,18:40:00,18:40:00,20:10:00,20:10:00,torino
"17 marzo 2026, martedì",5:09:00,5:09:00,6:39:00,12:52:30,12:52:30,15:51:45,15:51:45,18:41:00,18:41:00,20:11:00,20:11:00,torino
"18 marzo 2026, mercoledì",5:07:00,5:07:00,6:37:00,12:52:00,12:52:00,15:52:00,15:52:00,18:42:00,18:42:00,20:12:00,20:12:00,torino
"19 marzo 2026, giovedì",5:05:00,5:05:00,6:35:00,12:51:30,12:51:30,15:52:15,15:52:15,18:44:00,18:44:00,20:14:00,20:14:00,torino
"19 febbraio 2026, giovedì",5:51:00,5:51:00,7:21:00,12:53:00,12:53:00,15:31:30,15:31:30,18:00:00,18:00:00,19:30:00,19:30:00,varese
"20 febbraio 2026, venerdì",5:50:00,5:50:00,7:20:00,12:53:30,12:53:30,15:32:45,15:32:45,18:02:00,18:02:00,19:32:00,19:32:00,varese
"21 febbraio 2026, sabato",5:48:00,5:48:00,7:18:00,12:53:00,12:53:00,15:33:00,15:33:00,18:03:00,18:03:00,19:33:00,19:33:00,varese
"22 febbraio 2026, domenica",5:46:00,5:46:00,7:16:00,12:52:30,12:52:30,15:33:15,15:33:15,18:05:00,18:05:00,19:35:00,19:35:00,varese
"23 febbraio 2026, lunedì",5:45:00,5:45:00,7:15:00,12:53:00,12:53:00,15:34:30,15:34:30,18:06:00,18:06:00,19:36:00,19:36:00,varese
"24 febbraio 2026, martedì",5:43:00,5:43:00,7:13:00,12:52:30,12:52:30,15:34:45,15:34:45,18:08:00,18:08:00,19:38:00,19:38:00,varese
"25 febbraio 2026, mercoledì",5:41:00,5:41:00,7:11:00,12:52:30,12:52:30,15:35:45,15:35:45,18:09:00,18:09:00,19:39:00,19:39:00,varese
"26 febbraio 2026, giovedì",5:39:00,5:39:00,7:09:00,12:52:00,12:52:00,15:36:00,15:36:00,18:11:00,18:11:00,19:41:00,19:41:00,varese
"27 febbraio 2026, venerdì",5:38:00,5:38:00,7:08:00,12:52:30,12:52:30,15:37:15,15:37:15,18:12:00,18:12:00,19:42:00,19:42:00,varese
"28 febbraio 2026, sabato",5:36:00,5:36:00,7:06:00,12:52:00,12:52:00,15:37:30,15:37:30,18:13:00,18:13:00,19:43:00,19:43:00,varese
"1 marzo 2026, domenica",5:34:00,5:34:00,7:04:00,12:51:30,12:51:30,15:37:45,15:37:45,18:15:00,18:15:00,19:45:00,19:45:00,varese
"2 marzo 2026, lunedì",5:32:00,5:32:00,7:02:00,12:51:00,12:51:00,15:38:00,15:38:00,18:16:00,18:16:00,19:46:00,19:46:00,varese
"3 marzo 2026, martedì",5:30:00,5:30:00,7:00:00,12:51:00,12:51:00,15:39:00,15:39:00,18:18:00,18:18:00,19:48:00,19:48:00,varese
"4 marzo 2026, mercoledì",5:29:00,5:29:00,6:59:00,12:51:30,12:51:30,15:40:15,15:40:15,18:19:00,18:19:00,19:49:00,19:49:00,varese
"5 marzo 2026, giovedì",5:27:00,5:27:00,6:57:00,12:51:00,12:51:00,15:40:30,15:40:30,18:20:00,18:20:00,19:50:00,19:50:00,varese
"6 marzo 2026, venerdì",5:25:00,5:25:00,6:55:00,12:50:30,12:50:30,15:40:45,15:40:45,18:22:00,18:22:00,19:52:00,19:52:00,varese
"7 marzo 2026, sabato",5:23:00,5:23:00,6:53:00,12:50:00,12:50:00,15:41:00,15:41:00,18:23:00,18:23:00,19:53:00,19:53:00,varese
"8 marzo 2026, domenica",5:21:00,5:21:00,6:51:00,12:50:00,12:50:00,15:42:00,15:42:00,18:24:00,18:24:00,19:54:00,19:54:00,varese
"9 marzo 2026, lunedì",5:19:00,5:19:00,6:49:00,12:49:30,12:49:30,15:42:15,15:42:15,18:26:00,18:26:00,19:56:00,19:56:00,varese
"10 marzo 2026, martedì",5:18:00,5:18:00,6:48:00,12:50:00,12:50:00,15:43:30,15:43:30,18:27:00,18:27:00,19:57:00,19:57:00,varese
"11 marzo 2026, mercoledì",5:16:00,5:16:00,6:46:00,12:49:30,12:49:30,15:43:45,15:43:45,18:29:00,18:29:00,19:59:00,19:59:00,varese
"12 marzo 2026, giovedì",5:14:00,5:14:00,6:44:00,12:49:30,12:49:30,15:44:45,15:44:45,18:30:00,18:30:00,20:00:00,20:00:00,varese
"13 marzo 2026, venerdì",5:12:00,5:12:00,6:42:00,12:49:00,12:49:00,15:45:00,15:45:00,18:31:00,18:31:00,20:01:00,20:01:00,varese
"14 marzo 2026, sabato",5:10:00,5:10:00,6:40:00,12:48:30,12:48:30,15:45:15,15:45:15,18:33:00,18:33:00,20:03:00,20:03:00,varese
"15 marzo 2026, domenica",5:08:00,5:08:00,6:38:00,12:48:00,12:48:00,15:45:30,15:45:30,18:34:00,18:34:00,20:04:00,20:04:00,varese
"16 marzo 2026, lunedì",5:06:00,5:06:00,6:36:00,12:48:00,12:48:00,15:46:30,15:46:30,18:35:00,18:35:00,20:05:00,20:05:00,varese
"17 marzo 2026, martedì",5:04:00,5:04:00,6:34:00,12:47:30,12:47:30,15:46:45,15:46:45,18:37:00,18:37:00,20:07:00,20:07:00,varese
"18 marzo 2026, mercoledì",5:02:00,5:02:00,6:32:00,12:47:00,12:47:00,15:47:00,15:47:00,18:38:00,18:38:00,20:08:00,20:08:00,varese
"19 marzo 2026, giovedì",5:00:00,5:00:00,6:30:00,12:46:30,12:46:30,15:47:15,15:47:15,18:39:00,18:39:00,20:09:00,20:09:00,varese
"19 febbraio 2026, giovedì",5:52:00,5:52:00,7:22:00,12:54:30,12:54:30,15:33:15,15:33:15,18:03:00,18:03:00,19:33:00,19:33:00,vercelli
"20 febbraio 2026, venerdì",5:50:00,5:50:00,7:20:00,12:54:00,12:54:00,15:33:30,15:33:30,18:04:00,18:04:00,19:34:00,19:34:00,vercelli
"21 febbraio 2026, sabato",5:49:00,5:49:00,7:19:00,12:54:30,12:54:30,15:34:45,15:34:45,18:06:00,18:06:00,19:36:00,19:36:00,vercelli
"22 febbraio 2026, domenica",5:47:00,5:47:00,7:17:00,12:54:00,12:54:00,15:35:00,15:35:00,18:07:00,18:07:00,19:37:00,19:37:00,vercelli
"23 febbraio 2026, lunedì",5:45:00,5:45:00,7:15:00,12:54:00,12:54:00,15:36:00,15:36:00,18:09:00,18:09:00,19:39:00,19:39:00,vercelli
"24 febbraio 2026, martedì",5:44:00,5:44:00,7:14:00,12:54:30,12:54:30,15:37:15,15:37:15,18:10:00,18:10:00,19:40:00,19:40:00,vercelli
"25 febbraio 2026, mercoledì",5:42:00,5:42:00,7:12:00,12:54:00,12:54:00,15:37:30,15:37:30,18:11:00,18:11:00,19:41:00,19:41:00,vercelli
"26 febbraio 2026, giovedì",5:40:00,5:40:00,7:10:00,12:53:30,12:53:30,15:37:45,15:37:45,18:13:00,18:13:00,19:43:00,19:43:00,vercelli
"27 febbraio 2026, venerdì",5:39:00,5:39:00,7:09:00,12:54:00,12:54:00,15:39:00,15:39:00,18:14:00,18:14:00,19:44:00,19:44:00,vercelli
"28 febbraio 2026, sabato",5:37:00,5:37:00,7:07:00,12:53:30,12:53:30,15:39:15,15:39:15,18:15:00,18:15:00,19:45:00,19:45:00,vercelli
"1 marzo 2026, domenica",5:35:00,5:35:00,7:05:00,12:53:00,12:53:00,15:39:30,15:39:30,18:17:00,18:17:00,19:47:00,19:47:00,vercelli
"2 marzo 2026, lunedì",5:33:00,5:33:00,7:03:00,12:52:30,12:52:30,15:39:45,15:39:45,18:18:00,18:18:00,19:48:00,19:48:00,vercelli
